sport,position,retire_year,retire_age,years_played
nhl,LW,2015,25,9
nhl,RW,2009,26,6
nhl,D,2009,30,6
nhl,RW,2009,24,4
nhl,C,2015,22,9
nhl,D,2015,20,9
nhl,LW,2009,23,3
nhl,C,2009,25,4
nhl,RW,2010,23,5
nhl,RW,2009,32,6
nhl,LW,2009,29,4
nhl,C,2016,23,10
nhl,D,2009,29,6
nhl,D,2017,22,11
nhl,D,2015,25,10
nhl,RW,2010,27,4
nhl,D,2009,26,4
nhl,D,2009,22,3
nhl,C,2009,30,6
nhl,C,2009,25,4
nhl,RW,2016,28,13
nhl,LW,2012,22,7
nhl,D,2018,20,12
nhl,RW,2009,26,6
nhl,LW,2011,25,5
nhl,C,2014,27,9
nhl,C,2018,20,12
nhl,LW,2009,32,6
nhl,D,2009,27,6
nhl,RW,2009,30,6
nhl,D,2011,23,6
nhl,RW,2009,33,6
nhl,C,2018,28,15
nhl,RW,2009,23,3
nhl,D,2009,27,6
nhl,D,2009,36,6
nhl,RW,2009,37,6
nhl,D,2009,22,3
nhl,D,2010,32,7
nhl,D,2013,22,7
nhl,LW,2009,24,3
nhl,D,2009,37,6
nhl,C,2009,33,6
nhl,D,2009,25,4
nhl,D,2011,19,5
nhl,C,2009,30,6
nhl,C,2012,22,6
nhl,LW,2009,27,6
nhl,D,2015,22,9
nhl,C,2009,23,3
nhl,D,2018,20,12
nhl,LW,2009,22,4
nhl,LW,2018,20,12
nhl,D,2009,27,4
nhl,C,2016,22,10
nhl,D,2009,33,6
nhl,LW,2009,23,4
nhl,C,2009,28,6
nhl,RW,2009,24,4
nhl,D,2009,25,4
nhl,D,2014,23,8
nhl,C,2011,23,6
nhl,C,2011,20,5
nhl,RW,2009,24,3
nhl,D,2018,20,12
nhl,D,2009,20,3
nhl,C,2010,27,7
nhl,LW,2014,25,9
nhl,LW,2009,23,3
nhl,D,2011,34,8
nhl,RW,2009,28,6
nhl,RW,2009,24,4
nhl,C,2018,22,12
nhl,RW,2009,20,3
nhl,C,2010,23,5
nhl,RW,2009,29,6
nhl,C,2009,30,6
nhl,D,2009,20,3
nhl,C,2018,28,15
nhl,RW,2018,35,15
nhl,LW,2018,20,13
nhl,LW,2015,27,12
nhl,RW,2014,35,11
nhl,C,2018,18,13
nhl,C,2018,23,15
nhl,LW,2013,24,10
nhl,C,2011,30,8
nhl,RW,2010,27,7
nhl,RW,2017,29,14
nhl,C,2016,27,13
nhl,RW,2014,37,11
nhl,C,2018,24,15
nhl,RW,2018,29,15
nhl,C,2015,29,12
nhl,C,2009,38,6
nhl,C,2016,29,13
nhl,C,2018,28,15
nhl,LW,2018,27,15
nhl,C,2013,30,10
nhl,LW,2010,33,7
nhl,C,2016,28,13
nhl,LW,2009,39,6
nhl,LW,2013,32,10
nhl,D,2012,37,9
nhl,LW,2015,27,12
nhl,C,2012,34,9
nhl,LW,2009,34,6
nhl,C,2009,35,6
nhl,C,2009,36,6
nhl,LW,2016,28,13
nhl,C,2011,37,8
nhl,RW,2018,24,15
nhl,C,2012,33,9
nhl,RW,2018,26,15
nhl,LW,2009,35,6
nhl,LW,2011,34,8
nhl,C,2016,27,13
nhl,C,2011,34,8
nhl,C,2018,27,15
nhl,C,2018,22,15
nhl,RW,2010,28,7
nhl,LW,2016,29,13
nhl,RW,2014,32,11
nhl,LW,2010,35,7
nhl,LW,2018,27,15
nhl,D,2009,37,6
nhl,C,2010,37,7
nhl,C,2016,25,13
nhl,RW,2013,33,10
nhl,C,2016,25,13
nhl,D,2011,32,8
nhl,RW,2017,30,14
nhl,C,2011,31,8
nhl,D,2015,31,12
nhl,D,2013,29,10
nhl,RW,2018,25,15
nhl,LW,2014,31,11
nhl,RW,2010,33,7
nhl,RW,2017,31,14
nhl,C,2009,34,6
nhl,C,2011,36,8
nhl,RW,2013,35,10
nhl,RW,2013,34,10
nhl,LW,2015,29,12
nhl,LW,2009,33,6
nhl,RW,2011,39,8
nhl,C,2009,36,6
nhl,LW,2012,34,9
nhl,D,2010,34,7
nhl,RW,2010,33,7
nhl,RW,2011,29,8
nhl,C,2010,37,7
nhl,C,2014,33,11
nhl,RW,2015,32,12
nhl,C,2010,32,7
nhl,C,2011,27,8
nhl,C,2006,30,1
nhl,RW,2015,29,12
nhl,RW,2012,35,9
nhl,LW,2012,29,9
nhl,LW,2010,29,7
nhl,C,2012,31,9
nhl,D,2010,38,7
nhl,C,2014,23,11
nhl,C,2015,30,12
nhl,RW,2013,31,10
nhl,RW,2012,27,9
nhl,D,2015,33,12
nhl,LW,2012,34,9
nhl,RW,2016,29,13
nhl,C,2009,36,6
nhl,RW,2009,31,6
nhl,C,2011,37,8
nhl,C,2009,41,6
nhl,C,2012,32,9
nhl,LW,2009,28,6
nhl,D,2012,33,9
nhl,RW,2009,33,6
nhl,RW,2015,27,12
nhl,C,2018,25,15
nhl,LW,2018,22,13
nhl,RW,2014,35,11
nhl,C,2012,24,7
nhl,LW,2009,36,6
nhl,LW,2011,33,8
nhl,LW,2018,23,15
nhl,RW,2011,23,8
nhl,LW,2011,25,8
nhl,RW,2009,33,6
nhl,C,2016,24,13
nhl,RW,2009,35,6
nhl,LW,2011,29,8
nhl,RW,2013,32,10
nhl,D,2016,31,13
nhl,RW,2010,34,7
nhl,C,2011,31,8
nhl,C,2009,35,6
nhl,C,2009,30,6
nhl,RW,2012,31,9
nhl,LW,2009,38,6
nhl,LW,2017,27,14
nhl,D,2010,38,7
nhl,RW,2011,25,8
nhl,LW,2011,30,8
nhl,D,2015,32,12
nhl,D,2013,30,10
nhl,RW,2011,30,8
nhl,C,2018,31,15
nhl,LW,2015,26,12
nhl,D,2018,20,13
nhl,RW,2006,40,3
nhl,D,2017,27,14
nhl,D,2016,30,13
nhl,D,2011,34,8
nhl,LW,2012,27,9
nhl,LW,2018,25,15
nhl,LW,2018,22,13
nhl,C,2009,36,6
nhl,LW,2011,23,6
nhl,C,2014,22,11
nhl,LW,2012,29,9
nhl,D,2011,28,8
nhl,LW,2009,35,6
nhl,C,2015,24,12
nhl,C,2009,38,6
nhl,D,2013,24,10
nhl,D,2017,29,14
nhl,D,2018,24,15
nhl,RW,2014,31,11
nhl,C,2010,34,7
nhl,C,2018,21,13
nhl,LW,2016,31,13
nhl,C,2009,28,6
nhl,C,2013,24,10
nhl,C,2018,27,15
nhl,LW,2015,28,12
nhl,D,2017,28,14
nhl,C,2009,38,6
nhl,C,2014,31,11
nhl,C,2014,30,11
nhl,D,2009,34,6
nhl,D,2009,34,6
nhl,D,2018,30,15
nhl,D,2012,33,9
nhl,D,2016,28,13
nhl,D,2010,29,7
nhl,C,2018,21,13
nhl,LW,2013,30,10
nhl,RW,2009,37,6
nhl,RW,2006,35,3
nhl,LW,2014,26,11
nhl,LW,2013,29,10
nhl,LW,2018,28,15
nhl,RW,2011,29,8
nhl,LW,2009,37,6
nhl,C,2010,34,7
nhl,LW,2009,32,6
nhl,LW,2009,29,6
nhl,RW,2011,29,8
nhl,C,2011,32,8
nhl,RW,2013,23,8
nhl,D,2014,30,11
nhl,LW,2009,41,6
nhl,RW,2010,37,7
nhl,C,2009,32,6
nhl,C,2009,29,6
nhl,D,2009,39,6
nhl,RW,2009,39,6
nhl,RW,2011,31,8
nhl,C,2009,32,6
nhl,C,2012,27,9
nhl,C,2011,33,8
nhl,RW,2018,26,15
nhl,C,2018,20,13
nhl,D,2013,31,10
nhl,D,2015,20,10
nhl,D,2015,23,10
nhl,C,2016,24,13
nhl,LW,2013,27,10
nhl,LW,2010,27,7
nhl,C,2016,23,11
nhl,RW,2009,31,6
nhl,D,2009,37,6
nhl,D,2018,25,15
nhl,D,2009,36,6
nhl,D,2014,22,9
nhl,D,2012,30,9
nhl,C,2009,37,6
nhl,C,2011,31,8
nhl,C,2013,30,10
nhl,LW,2009,34,6
nhl,LW,2010,34,7
nhl,D,2009,28,6
nhl,D,2018,26,15
nhl,C,2012,34,9
nhl,C,2009,37,6
nhl,LW,2010,35,7
nhl,C,2009,36,6
nhl,D,2013,31,10
nhl,D,2018,25,13
nhl,RW,2017,23,14
nhl,RW,2012,27,9
nhl,D,2013,27,10
nhl,RW,2009,27,6
nhl,C,2009,29,6
nhl,D,2009,35,6
nhl,D,2010,30,7
nhl,RW,2017,24,12
nhl,LW,2009,34,6
nhl,C,2009,32,6
nhl,C,2006,42,3
nhl,RW,2009,34,6
nhl,RW,2009,41,6
nhl,C,2013,30,10
nhl,C,2016,20,11
nhl,D,2012,21,7
nhl,C,2011,34,8
nhl,D,2011,33,8
nhl,D,2010,31,7
nhl,C,2018,25,15
nhl,RW,2009,29,6
nhl,RW,2017,28,14
nhl,C,2009,37,6
nhl,C,2011,31,8
nhl,D,2011,31,8
nhl,C,2006,31,3
nhl,D,2014,33,11
nhl,D,2014,31,11
nhl,RW,2011,30,8
nhl,LW,2009,23,4
nhl,C,2018,21,13
nhl,LW,2006,29,3
nhl,D,2009,30,6
nhl,RW,2011,36,8
nhl,D,2006,39,3
nhl,D,2018,20,13
nhl,D,2009,34,6
nhl,RW,2014,25,11
nhl,RW,2009,34,6
nhl,C,2018,26,15
nhl,RW,2013,27,10
nhl,LW,2013,27,10
nhl,C,2015,27,12
nhl,D,2016,28,13
nhl,RW,2018,25,15
nhl,LW,2018,28,15
nhl,RW,2009,32,6
nhl,C,2009,30,6
nhl,C,2011,25,8
nhl,C,2018,27,15
nhl,D,2009,29,6
nhl,D,2017,27,12
nhl,RW,2018,21,13
nhl,RW,2014,27,11
nhl,C,2010,27,7
nhl,LW,2018,25,15
nhl,D,2009,35,6
nhl,C,2009,31,6
nhl,C,2015,24,10
nhl,RW,2018,23,15
nhl,LW,2009,32,6
nhl,D,2013,26,10
nhl,RW,2009,30,6
nhl,RW,2009,29,6
nhl,LW,2009,34,6
nhl,RW,2014,30,11
nhl,D,2012,34,9
nhl,D,2009,34,4
nhl,D,2009,30,6
nhl,RW,2006,32,3
nhl,D,2011,31,8
nhl,C,2018,24,15
nhl,RW,2018,20,13
nhl,RW,2018,22,13
nhl,RW,2006,28,1
nhl,C,2010,26,7
nhl,LW,2012,32,9
nhl,C,2017,22,12
nhl,D,2011,27,8
nhl,D,2014,29,11
nhl,D,2009,37,6
nhl,D,2009,36,6
nhl,C,2013,33,10
nhl,C,2009,30,6
nhl,RW,2016,28,13
nhl,LW,2006,31,3
nhl,D,2009,34,6
nhl,D,2013,33,10
nhl,C,2016,27,13
nhl,C,2013,25,10
nhl,D,2015,27,12
nhl,LW,2009,38,6
nhl,RW,2018,20,13
nhl,LW,2009,32,6
nhl,RW,2006,38,3
nhl,LW,2006,26,3
nhl,LW,2009,26,6
nhl,RW,2009,28,6
nhl,RW,2006,34,3
nhl,D,2012,32,9
nhl,C,2009,36,6
nhl,D,2010,31,7
nhl,D,2013,31,10
nhl,D,2017,24,14
nhl,D,2010,35,7
nhl,LW,2006,41,3
nhl,C,2009,27,6
nhl,RW,2014,29,11
nhl,C,2016,23,11
nhl,D,2017,25,14
nhl,C,2009,30,6
nhl,LW,2009,30,6
nhl,RW,2018,24,15
nhl,D,2017,22,12
nhl,C,2006,32,3
nhl,D,2015,29,12
nhl,D,2012,27,9
nhl,D,2006,38,3
nhl,D,2009,33,6
nhl,C,2009,33,6
nhl,C,2013,29,10
nhl,C,2018,23,15
nhl,C,2009,33,6
nhl,RW,2011,33,8
nhl,RW,2009,30,6
nhl,RW,2011,24,8
nhl,D,2016,25,13
nhl,LW,2010,28,7
nhl,D,2010,35,7
nhl,D,2013,30,10
nhl,D,2009,29,4
nhl,D,2009,30,6
nhl,LW,2009,26,4
nhl,C,2009,34,6
nhl,C,2010,31,7
nhl,C,2009,37,6
nhl,C,2006,24,1
nhl,C,2009,38,6
nhl,C,2009,29,6
nhl,C,2015,22,10
nhl,RW,2013,29,10
nhl,LW,2009,36,6
nhl,C,2006,42,3
nhl,D,2011,36,8
nhl,LW,2017,25,14
nhl,D,2014,32,11
nhl,C,2012,30,9
nhl,RW,2015,30,12
nhl,LW,2009,37,6
nhl,D,2018,22,13
nhl,RW,2006,25,3
nhl,C,2015,24,12
nhl,RW,2012,28,9
nhl,C,2014,20,9
nhl,C,2018,24,15
nhl,C,2009,32,6
nhl,C,2018,22,13
nhl,D,2014,29,11
nhl,D,2010,28,7
nhl,RW,2006,31,3
nhl,D,2015,25,12
nhl,D,2011,31,8
nhl,C,2009,28,6
nhl,RW,2013,33,10
nhl,C,2015,23,10
nhl,RW,2010,33,7
nhl,RW,2009,30,6
nhl,C,2010,21,5
nhl,D,2009,35,6
nhl,D,2009,31,6
nhl,D,2015,30,12
nhl,D,2009,27,6
nhl,D,2009,37,6
nhl,D,2009,37,6
nhl,D,2015,27,12
nhl,C,2006,36,3
nhl,RW,2009,22,4
nhl,RW,2012,29,9
nhl,D,2014,25,11
nhl,D,2015,29,12
nhl,D,2011,33,8
nhl,D,2006,38,3
nhl,C,2018,27,15
nhl,LW,2015,29,12
nhl,C,2012,31,9
nhl,D,2009,30,6
nhl,LW,2006,44,3
nhl,D,2009,27,6
nhl,C,2009,39,6
nhl,D,2013,24,10
nhl,C,2010,33,7
nhl,D,2018,26,15
nhl,D,2009,31,6
nhl,D,2009,27,6
nhl,D,2009,32,6
nhl,D,2014,21,9
nhl,RW,2011,32,8
nhl,RW,2010,23,5
nhl,D,2015,27,12
nhl,LW,2009,29,6
nhl,RW,2010,22,5
nhl,RW,2006,39,3
nhl,D,2009,35,6
nhl,D,2009,34,6
nhl,D,2015,25,12
nhl,D,2012,30,9
nhl,D,2018,26,15
nhl,D,2013,30,10
nhl,D,2014,31,11
nhl,D,2006,41,3
nhl,C,2016,26,11
nhl,LW,2009,26,6
nhl,C,2009,36,6
nhl,LW,2016,26,13
nhl,D,2009,26,6
nhl,C,2012,27,7
nhl,C,2009,37,6
nhl,C,2015,26,12
nhl,RW,2009,32,6
nhl,RW,2006,38,3
nhl,D,2010,30,7
nhl,D,2006,36,3
nhl,RW,2010,34,7
nhl,RW,2018,22,15
nhl,D,2009,32,6
nhl,D,2010,24,7
nhl,D,2018,21,13
nhl,LW,2009,27,6
nhl,LW,2009,30,6
nhl,LW,2006,35,3
nhl,RW,2006,32,3
nhl,C,2009,31,6
nhl,RW,2009,33,6
nhl,LW,2015,29,12
nhl,D,2009,36,6
nhl,D,2009,29,6
nhl,D,2013,32,10
nhl,D,2014,29,11
nhl,LW,2006,36,3
nhl,RW,2009,27,6
nhl,D,2008,33,5
nhl,C,2014,28,11
nhl,D,2009,24,4
nhl,D,2018,24,15
nhl,D,2011,33,8
nhl,D,2017,25,14
nhl,D,2011,25,8
nhl,D,2010,32,7
nhl,LW,2013,27,10
nhl,RW,2009,35,6
nhl,C,2009,38,6
nhl,C,2012,22,7
nhl,RW,2009,22,6
nhl,C,2009,31,6
nhl,D,2006,27,3
nhl,D,2012,28,9
nhl,RW,2009,24,6
nhl,C,2018,20,13
nhl,D,2009,33,6
nhl,RW,2013,23,8
nhl,C,2009,30,6
nhl,C,2017,27,14
nhl,LW,2018,24,13
nhl,C,2009,25,4
nhl,D,2006,36,3
nhl,LW,2014,26,11
nhl,D,2011,29,8
nhl,RW,2006,29,3
nhl,C,2006,38,3
nhl,D,2009,30,6
nhl,RW,2009,27,6
nhl,D,2012,24,7
nhl,RW,2009,30,6
nhl,RW,2010,31,7
nhl,D,2006,31,3
nhl,D,2012,22,7
nhl,LW,2018,20,13
nhl,RW,2010,35,7
nhl,D,2010,46,7
nhl,LW,2009,31,6
nhl,D,2009,38,6
nhl,RW,2009,27,6
nhl,D,2011,27,8
nhl,D,2009,31,6
nhl,D,2012,36,9
nhl,D,2018,28,13
nhl,D,2009,34,6
nhl,D,2009,31,6
nhl,C,2011,27,8
nhl,RW,2006,35,3
nhl,LW,2006,26,3
nhl,LW,2009,29,6
nhl,D,2013,23,10
nhl,C,2009,30,6
nhl,RW,2006,39,3
nhl,D,2016,26,13
nhl,D,2010,23,5
nhl,RW,2017,24,14
nhl,RW,2009,31,6
nhl,LW,2013,31,10
nhl,D,2016,30,13
nhl,D,2018,20,13
nhl,D,2009,39,6
nhl,D,2010,26,7
nhl,D,2014,32,11
nhl,D,2009,38,6
nhl,C,2006,37,3
nhl,RW,2009,31,6
nhl,D,2015,28,12
nhl,LW,2015,23,12
nhl,LW,2016,31,13
nhl,LW,2010,36,7
nhl,D,2009,33,6
nhl,D,2006,39,3
nhl,RW,2006,30,3
nhl,C,2009,27,6
nhl,C,2016,24,13
nhl,C,2011,31,8
nhl,LW,2006,26,3
nhl,D,2006,38,3
nhl,D,2018,27,15
nhl,D,2006,34,3
nhl,D,2018,27,15
nhl,D,2006,31,3
nhl,D,2009,32,6
nhl,D,2015,29,12
nhl,LW,2006,33,3
nhl,C,2016,21,11
nhl,LW,2009,28,6
nhl,C,2015,24,12
nhl,D,2011,32,8
nhl,D,2006,37,3
nhl,LW,2014,22,9
nhl,D,2006,27,3
nhl,C,2006,27,3
nhl,D,2009,26,4
nhl,C,2009,30,6
nhl,LW,2010,27,5
nhl,D,2013,24,10
nhl,LW,2006,38,3
nhl,C,2006,34,3
nhl,D,2006,31,3
nhl,D,2009,27,6
nhl,C,2006,31,3
nhl,D,2006,30,3
nhl,D,2012,26,9
nhl,D,2009,36,6
nhl,C,2009,30,6
nhl,RW,2006,32,3
nhl,RW,2012,29,9
nhl,C,2014,25,9
nhl,RW,2014,23,9
nhl,C,2006,33,3
nhl,LW,2006,27,3
nhl,RW,2009,33,6
nhl,RW,2009,27,6
nhl,RW,2008,27,5
nhl,D,2013,21,8
nhl,LW,2008,26,3
nhl,D,2011,32,8
nhl,D,2016,25,13
nhl,C,2011,28,8
nhl,D,2012,28,9
nhl,C,2012,30,9
nhl,D,2016,21,11
nhl,D,2014,24,9
nhl,RW,2006,26,3
nhl,D,2006,36,3
nhl,D,2011,35,8
nhl,C,2006,36,3
nhl,D,2014,26,11
nhl,C,2009,25,6
nhl,LW,2012,30,9
nhl,LW,2006,26,1
nhl,C,2009,30,6
nhl,LW,2014,28,11
nhl,D,2017,21,12
nhl,LW,2010,36,7
nhl,C,2013,33,10
nhl,C,2011,29,8
nhl,D,2009,32,6
nhl,LW,2011,23,6
nhl,D,2014,26,11
nhl,RW,2006,32,3
nhl,RW,2009,28,6
nhl,C,2009,28,6
nhl,LW,2013,19,8
nhl,D,2013,34,10
nhl,D,2010,27,7
nhl,LW,2008,28,5
nhl,D,2013,21,8
nhl,D,2006,43,3
nhl,D,2018,24,13
nhl,D,2018,21,13
nhl,D,2009,35,6
nhl,D,2006,35,3
nhl,LW,2006,32,3
nhl,D,2009,32,6
nhl,LW,2016,25,13
nhl,D,2018,20,13
nhl,C,2009,30,6
nhl,RW,2006,24,3
nhl,RW,2009,22,4
nhl,C,2011,22,6
nhl,RW,2015,24,10
nhl,RW,2014,26,9
nhl,C,2016,24,13
nhl,D,2015,31,12
nhl,D,2010,27,7
nhl,D,2014,24,11
nhl,D,2009,28,6
nhl,C,2009,20,4
nhl,D,2006,39,3
nhl,D,2013,30,10
nhl,RW,2009,28,6
nhl,C,2014,19,9
nhl,RW,2011,27,8
nhl,LW,2009,30,6
nhl,D,2009,26,6
nhl,C,2006,27,1
nhl,LW,2006,31,3
nhl,C,2009,21,4
nhl,C,2010,23,5
nhl,RW,2006,35,3
nhl,LW,2011,21,6
nhl,D,2011,23,6
nhl,C,2006,25,3
nhl,D,2011,26,8
nhl,D,2006,34,3
nhl,D,2006,36,3
nhl,D,2016,29,13
nhl,D,2006,36,3
nhl,D,2009,27,6
nhl,C,2012,26,9
nhl,RW,2012,20,7
nhl,RW,2006,27,3
nhl,C,2009,22,4
nhl,RW,2006,31,3
nhl,LW,2009,32,6
nhl,C,2012,21,7
nhl,C,2009,26,6
nhl,D,2009,30,6
nhl,RW,2009,30,6
nhl,D,2018,20,13
nhl,D,2008,25,5
nhl,D,2006,38,3
nhl,LW,2016,21,11
nhl,D,2006,34,3
nhl,D,2006,32,1
nhl,RW,2012,22,7
nhl,D,2011,31,8
nhl,D,2011,32,8
nhl,D,2006,34,3
nhl,C,2009,23,4
nhl,RW,2009,28,6
nhl,D,2009,33,6
nhl,C,2006,27,1
nhl,C,2011,21,6
nhl,C,2006,24,1
nhl,C,2009,31,6
nhl,C,2006,35,3
nhl,D,2009,35,6
nhl,C,2009,31,6
nhl,C,2006,35,3
nhl,C,2012,20,7
nhl,C,2011,22,6
nhl,LW,2009,25,6
nhl,D,2009,26,6
nhl,LW,2009,28,6
nhl,D,2017,21,12
nhl,RW,2009,22,4
nhl,LW,2009,27,6
nhl,RW,2015,23,10
nhl,D,2009,28,6
nhl,C,2016,21,11
nhl,D,2017,22,12
nhl,D,2009,22,4
nhl,D,2009,23,4
nhl,D,2012,27,9
nhl,D,2012,22,7
nhl,D,2013,25,8
nhl,D,2014,27,11
nhl,RW,2006,22,1
nhl,RW,2009,23,4
nhl,LW,2009,23,4
nhl,LW,2009,30,6
nhl,RW,2006,21,1
nhl,C,2009,23,4
nhl,RW,2009,25,4
nhl,LW,2009,30,6
nhl,C,2012,20,7
nhl,C,2011,21,6
nhl,D,2006,27,3
nhl,RW,2009,26,6
nhl,RW,2006,34,3
nhl,C,2011,22,6
nhl,C,2011,27,8
nhl,D,2006,32,3
nhl,C,2014,27,9
nhl,RW,2006,25,3
nhl,D,2006,23,3
nhl,LW,2008,27,5
nhl,LW,2006,26,1
nhl,D,2014,25,9
nhl,D,2018,20,13
nhl,LW,2006,31,3
nhl,C,2018,21,13
nhl,LW,2006,29,3
nhl,D,2018,22,13
nhl,RW,2017,24,14
nhl,C,2009,27,4
nhl,D,2015,23,10
nhl,D,2009,24,4
nhl,RW,2006,43,3
nhl,C,2009,28,6
nhl,C,2009,23,4
nhl,LW,2010,29,7
nhl,D,2010,23,5
nhl,LW,2006,37,3
nhl,C,2018,26,15
nhl,D,2009,27,6
nhl,D,2009,23,4
nhl,D,2014,25,9
nhl,D,2006,39,3
nhl,RW,2015,25,12
nhl,D,2010,22,5
nhl,C,2011,21,6
nhl,RW,2009,20,4
nhl,LW,2006,27,1
nhl,RW,2009,22,4
nhl,D,2009,21,4
nhl,D,2009,27,6
nhl,C,2006,22,1
nhl,D,2008,24,5
nhl,C,2010,21,5
nhl,C,2018,22,13
nhl,C,2009,28,6
nhl,LW,2012,24,7
nhl,LW,2006,26,3
nhl,D,2010,25,5
nhl,D,2013,19,8
nhl,C,2006,28,3
nhl,LW,2006,31,1
nhl,D,2012,22,7
nhl,LW,2006,27,3
nhl,RW,2009,29,6
nhl,RW,2006,26,3
nhl,C,2018,21,13
nhl,D,2006,31,3
nhl,D,2008,24,3
nhl,RW,2006,32,1
nhl,C,2006,27,3
nhl,LW,2009,28,6
nhl,C,2006,27,1
nhl,D,2014,23,9
nhl,LW,2006,32,3
nhl,D,2006,31,3
nhl,RW,2012,24,7
nhl,C,2006,33,3
nhl,RW,2006,26,3
nhl,RW,2018,20,13
nhl,D,2006,35,3
nhl,LW,2006,25,1
nhl,LW,2006,31,3
nhl,C,2006,31,1
nhl,C,2009,23,4
nhl,LW,2012,27,7
nhl,LW,2012,24,7
nhl,RW,2010,21,5
nhl,RW,2010,27,5
nhl,LW,2006,31,1
nhl,RW,2006,32,3
nhl,RW,2006,25,1
nhl,C,2017,24,14
nhl,D,2012,27,7
nhl,RW,2016,26,13
nhl,LW,2012,20,7
nhl,RW,2009,23,4
nhl,D,2009,24,4
nhl,RW,2014,21,9
nhl,D,2006,23,1
nhl,D,2006,27,3
nhl,RW,2006,21,1
nhl,D,2006,37,3
nhl,RW,2006,28,3
nhl,RW,2009,24,6
nhl,D,2017,21,12
nhl,D,2006,27,3
nhl,C,2006,25,1
nhl,C,2015,23,10
nhl,D,2009,25,6
nhl,C,2015,20,10
nhl,D,2011,26,6
nhl,LW,2010,24,5
nhl,D,2011,28,8
nhl,D,2011,21,6
nhl,LW,2015,22,10
nhl,LW,2006,26,3
nhl,D,2009,25,6
nhl,RW,2006,21,1
nhl,C,2009,28,6
nhl,LW,2009,27,6
nhl,D,2009,30,4
nhl,RW,2006,33,3
nhl,D,2009,32,6
nhl,D,2009,23,4
nhl,LW,2016,22,11
nhl,D,2006,21,1
nhl,RW,2006,36,3
nhl,LW,2006,34,3
nhl,LW,2009,23,4
nhl,RW,2006,27,3
nhl,LW,2010,27,7
nhl,D,2011,23,6
nhl,D,2006,30,3
nhl,D,2012,20,7
nhl,LW,2010,20,5
nhl,LW,2009,20,4
nhl,D,2010,25,7
nhl,D,2009,25,4
nhl,D,2018,20,13
nhl,LW,2009,21,4
nhl,D,2009,23,4
nhl,C,2006,34,3
nhl,C,2006,26,3
nhl,D,2006,23,1
nhl,D,2013,22,8
nhl,RW,2009,20,4
nhl,D,2006,25,1
nhl,LW,2006,22,1
nhl,C,2006,28,3
nhl,LW,2006,30,3
nhl,C,2006,29,3
nhl,D,2006,24,1
nhl,D,2006,29,1
nhl,C,2010,25,7
nhl,C,2014,22,9
nhl,LW,2014,23,9
nhl,LW,2009,24,6
nhl,D,2006,27,3
nhl,D,2011,20,6
nhl,C,2012,26,9
nhl,C,2006,22,1
nhl,C,2006,22,1
nhl,D,2017,30,14
nhl,D,2010,21,5
nhl,D,2006,31,1
nhl,C,2010,21,5
nhl,RW,2015,28,12
nhl,LW,2013,20,10
nhl,C,2009,34,6
nhl,LW,2009,30,6
nhl,RW,2017,25,14
nhl,LW,2016,27,13
nhl,RW,2014,31,11
nhl,LW,2011,30,8
nhl,C,2010,33,7
nhl,C,2016,23,13
nhl,LW,2016,24,13
nhl,RW,2013,27,10
nhl,C,2009,32,6
nhl,LW,2011,35,8
nhl,RW,2018,31,15
nhl,RW,2017,26,14
nhl,RW,2013,29,10
nhl,C,2018,24,15
nhl,LW,2010,31,7
nhl,C,2016,24,13
nhl,RW,2010,33,7
nhl,RW,2016,22,13
nhl,C,2016,25,13
nhl,RW,2017,27,14
nhl,RW,2006,39,3
nhl,RW,2010,30,7
nhl,C,2016,23,13
nhl,C,2009,34,6
nhl,C,2015,26,12
nhl,C,2017,23,14
nhl,C,2011,33,8
nhl,RW,2015,23,12
nhl,RW,2009,31,6
nhl,C,2012,28,9
nhl,RW,2014,28,11
nhl,LW,2014,27,11
nhl,C,2015,25,12
nhl,C,2010,29,7
nhl,C,2014,26,11
nhl,D,2015,29,12
nhl,LW,2018,19,15
nhl,LW,2011,29,8
nhl,RW,2010,29,7
nhl,C,2018,24,15
nhl,C,2012,29,9
nhl,C,2009,33,6
nhl,LW,2009,34,6
nhl,C,2009,24,6
nhl,RW,2009,27,6
nhl,C,2018,20,15
nhl,C,2011,30,8
nhl,RW,2006,34,3
nhl,C,2014,29,11
nhl,LW,2013,28,10
nhl,LW,2018,23,15
nhl,D,2010,30,7
nhl,D,2012,29,9
nhl,LW,2009,35,6
nhl,RW,2011,25,8
nhl,RW,2009,29,6
nhl,RW,2009,33,6
nhl,C,2011,27,8
nhl,D,2011,28,8
nhl,D,2016,26,13
nhl,LW,2009,24,6
nhl,RW,2012,27,9
nhl,RW,2004,29,1
nhl,C,2012,27,9
nhl,C,2010,31,7
nhl,C,2011,26,8
nhl,D,2008,29,5
nhl,LW,2013,26,10
nhl,RW,2012,23,9
nhl,LW,2006,37,3
nhl,LW,2006,28,3
nhl,C,2006,38,3
nhl,LW,2006,25,3
nhl,D,2006,35,3
nhl,LW,2009,28,6
nhl,C,2009,37,6
nhl,RW,2004,26,1
nhl,RW,2014,26,11
nhl,RW,2009,35,6
nhl,RW,2006,31,3
nhl,LW,2015,25,12
nhl,LW,2015,22,12
nhl,RW,2012,30,9
nhl,LW,2009,37,6
nhl,LW,2011,21,8
nhl,RW,2010,31,7
nhl,C,2012,30,9
nhl,RW,2010,23,7
nhl,LW,2012,30,9
nhl,C,2009,26,6
